cost,rmse,penalty,SIGMA
0.214435,0.214435,0.000000,0.800000
0.214435,0.214435,0.000000,0.800000
0.783534,0.783534,0.000000,1.797206
0.104517,0.104517,0.000000,1.117118
0.104517,0.104517,0.000000,1.117119
0.056859,0.056859,0.000000,0.959280
0.056859,0.056859,0.000000,0.959280
0.028194,0.028194,0.000000,1.037037
0.028194,0.028194,0.000000,1.037037
0.020442,0.020442,0.000000,1.001137
0.020442,0.020442,0.000000,1.001138
0.016252,0.016252,0.000000,1.016580
0.016252,0.016252,0.000000,1.016580
0.016029,0.016029,0.000000,1.013280
0.016029,0.016029,0.000000,1.013280
0.016019,0.016019,0.000000,1.013842
0.016019,0.016019,0.000000,1.013842
