DATE,SIGMA
20190929,0.9077019260905653
20190930,0.903796748615628
20191001,0.9081594200976753
20191002,0.9036068147031874
20191003,0.8909048928851567
20191005,0.8702931068041184
20191006,0.8691250015823082
20191007,0.8728001206450916
20191008,0.8593554016908757
20191009,0.8532210133539139
20191010,0.8557801974093515
20191012,0.8471187077907435
20191013,0.8503470983103797
20191014,0.8225733433542288
20191015,0.8075179563553005
20191016,0.8049298161631034
20191017,0.7947267803847864
20191019,0.7798253742424895
20191020,0.766551110320101
20191021,0.7750536483497067
20191022,0.7636534070493877
20191023,0.7572147898578954
20191024,0.760947857326575
20191026,0.8677646411512807
20191027,0.8803644715823888
20191028,0.8700627968257565
20191029,0.8231118610135145
20191030,0.7992925912948593
20191031,0.7756925285113703
20191102,0.7586041843547052
20191103,0.7610537943722836
20191104,0.7475932990945356
20191105,0.740874750007715
20191106,0.7360028670907647
20191109,0.696695551978473
20191110,0.703334863032141
20191111,0.7083367535501081
20191112,0.706297055471142
20191113,0.7079813738792861
20191114,0.7008153609631381
20191116,0.6982028865205939
20191117,0.7128241785657363
20191118,0.7041707703061952
20191119,0.7027875052424406
20191120,0.7030160161350983
20191121,0.7068354134625758
20191123,0.7200401387364166
20191124,0.7091320420672105
20191125,0.7526575817774476
20191126,0.7430730145746257
20191127,0.7415487860922916
20191128,0.7435323941509993
20191130,0.6973586349214543
20191201,0.6939311467400131
20191202,0.7054989784521124
20191203,0.7031559605360777
20191204,0.7028044652238477
20191205,0.7080920585474025
20191207,0.6742802275635729
20191208,0.6804638018189771
20191209,0.6869775879815883
20191210,0.6872957898223057
20191211,0.6860444550274193
20191212,0.6938082674761866
20191214,0.6609366875359702
20191215,0.6682739561942828
20191216,0.6734137175874397
20191217,0.7011074872279008
20191218,0.7132384096116303
20191219,0.699877451231371
20191221,0.7347188585142712
20191222,0.7251763369862353
20191223,0.7313053555322331
20191224,0.7355934307958667
20191225,0.7305361820319392
20191226,0.7425849877908902
20191228,0.7496808505869822
20191229,0.742440222167063
20191230,0.7577159968586199
20191231,0.7597874007560119
20200101,0.7590770154744758
20200102,0.7566290286889225
20200104,0.7696976909216002
20200105,0.7701791344810789
20200106,0.7697771963192974
20200107,0.7875730846543322
20200108,0.8187696660684018
20200109,0.7926393461205951
20200111,0.7763980953363526
20200112,0.7736401409233314
20200113,0.75434223665367
20200114,0.752123109493896
20200115,0.7383292074921738
20200116,0.7234311831613254
20200118,0.7290525105611374
20200119,0.7334707735930049
20200120,0.7237806483426578
20200121,0.7024119934579272
20200122,0.7135506306079212
20200123,0.6900395836436217
20200125,0.6902830892711775
20200126,0.6872399996178079
20200127,0.6838162817725995
20200128,0.6988487228423563
20200129,0.6929879056526873
20200130,0.6930372590030727
20200201,0.6706690612364444
20200202,0.6776734013243265
20200203,0.6732824884552446
20200204,0.6727205719880522
20200205,0.6792939513116519
20200208,0.6960376039875761
20200209,0.6976391206328559
20200210,0.6820241221335496
20200211,0.6682022480370176
20200212,0.6834127306600081
20200213,0.6989017782718359
20200215,0.6779011285683099
